ssid,customerid,name,country,realm_name,imsi_prefix,status,dra,connection,coveragestatus,productcomment,commercialstatus,owner,region,tagid,technicalcomment
6541,388,Orange France,France,"epc.mnc001.mcc208.3gppnetwork.org,epc.mnc031.mcc901.3gppnetwork.org","20801,90131",online,,Indirect,Live,,,,EMEA,,
6555,357,SFR,France,"epc.mnc009.mcc208.3gppnetwork.org,epc.mnc010.mcc208.3gppnetwork.org","20809,20810",online,,Indirect,Live,,,,EMEA,,"Default route of SFR point to BICS, but SFR may request some of the route to be opened by VCS also.
We shall agree request from BICS or VCS, if the request send from SVR customer, we shall try BICS first to avoid special routing"
7075,2658,TRANSATEL France,France,epc.mnc037.mcc901.3gppnetwork.org,90137,online,,Indirect,Live,,,,EMEA,,
12662,1972,Outremer Telecom French Guiana,French Guiana,epc.mnc002.mcc340.3gppnetwork.org,34002,online,,Indirect,,,,,CALA,,
12764,1687,TikiPhone,French Polynesia,epc.mnc020.mcc547.3gppnetwork.org,54720,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-08-10"
12731,1294,Celtel Gabon,Gabon,epc.mnc003.mcc628.3gppnetwork.org,62803,online,,Indirect,,,,,EMEA,,
7491,1295,Libertis Telecom,Gabon,epc.mnc001.mcc628.3gppnetwork.org,62801,online,,Indirect,Live,,,,EMEA,,
12732,1296,Telecel Gabon,Gabon,epc.mnc002.mcc628.3gppnetwork.org,62802,online,,Indirect,,,,,EMEA,,
12507,1777,Africell (Gambia) Ltd,Gambia,epc.mnc002.mcc607.3gppnetwork.org,60702,online,,Indirect,Live,,,,EMEA,,"
"
12765,1728,QCELL,Gambia,,,,,,,,,,,,"2018/8/15 comment
QCell is a diameter customer already with signed contract (SFDC 38906) signed back in May 2015.
We need a follow-up with Sales and the owner of this account (unfortunately the person in SFDC is no longer with Syniverse). 
Lucy Q is following with sales to check current status of QCell"
7412,689,Geocell,Georgia,epc.mnc001.mcc282.3gppnetwork.org,28201,online,,Indirect,Live,,,,EMEA,,
7358,612,MagtiCom,Georgia,epc.mnc002.mcc282.3gppnetwork.org,28202,hidden,,Indirect,Live,,,,EMEA,,No sales opportunity yet.
7067,1688,Mobitel Georgia ,Georgia,epc.mnc004.mcc282.3gppnetwork.org,28204,online,,Indirect,Live,,,,EMEA,,
6856,2863,Deutsche Telekom Peering Hub,Germany,,,,"NA DSC, EU DSC",Peer,,,,wind.wang@syniverse.com,,,
12491,359,E-Plus,Germany,epc.mnc003.mcc262.3gppnetwork.org,26203,,,,,,,,,,
12504,3111,EMnify GmbH,Germany,epc.mnc043.mcc901.3gppnetwork.org,90143,online,,Indirect,,,,,EMEA,,
7048,2901,EU-FRT-DSC-01,Germany,dra.ipx.syniverse.3gppnetwork.org,,,,,,,,,,,
6783,348,T-Mobile Germany,Germany,"epc.mnc001.mcc262.3gppnetwork.org,epc.mnc040.mcc901.3gppnetwork.org","26201,90140",online,,Indirect,Live,,,,EMEA,,
6533,343,Telefonica O2 Germany,Germany,"epc.mnc003.mcc262.3gppnetwork.org,epc.mnc007.mcc262.3gppnetwork.org","26203,26207",online,,Indirect,Live,,,,EMEA,,O2 GE is behind the TIWS hub which is connected to EU DSC
6740,372,Vodafone Germany,Germany,epc.mnc002.mcc262.3gppnetwork.org,26202,online,,Indirect,Live,,,,EMEA,,
12628,1322,MTN Ghana,Ghana,,,,,,,,,,,,
7479,856,Vodafone Ghana,Ghana,,62002,,,,,,,,,,Implementing under FT 2017/4/11
7400,558,Gibtel,Gibraltar,epc.mnc001.mcc266.3gppnetwork.org,26601,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,Asia Pacific,,
6897,473,COSMOTE Mobile Telecommunications,Greece,epc.mnc001.mcc202.3gppnetwork.org,20201,online,,Indirect,Live,,,,EMEA,,
7012,311,OTEGlobe GRX Peer,Greece,,,,NA DSC,Peer,,,,,,,
6739,370,Vodafone Greece,Greece,epc.mnc005.mcc202.3gppnetwork.org,20205,online,,Indirect,Live,,,,EMEA,,
7287,390,Wind Greece,Greece,epc.mnc010.mcc202.3gppnetwork.org,"20209,20210",online,,Indirect,Live,,,,EMEA,,"Wind Greece confirm that they will only use one realm as below:

Please note: Wind Hellas SIMs use 2 IMSI series, 20210 and 20209.
The tricky thing is: they both use same EPC realm epc.mnc010.mcc202.3gppnetwork
"
7070,2910,Cable and Wireless Group,GROUP,"epc.mnc110.mcc356.3gppnetwork.org,epc.mnc110.mcc358.3gppnetwork.org,epc.mnc110.mcc366.3gppnetwork.org,epc.mnc140.mcc346.3gppnetwork.org,epc.mnc170.mcc348.3gppnetwork.org,epc.mnc180.mcc338.3gppnetwork.org,epc.mnc350.mcc376.3gppnetwork.org,epc.mnc600.mcc342.3gppnetwork.org,epc.mnc840.mcc365.3gppnetwork.org,epc.mnc920.mcc344.3gppnetwork.org","338180,342600,344920,346140,348170,356110,358110,365840,366110,376350",online,NA DSC,Direct,Not in external coverage,,,luisdiego.jimenez@syniverse.com,CALA,,
12513,1262,Digicel Antilles,Guadeloupe,,,,,,,,,,,,
7323,1969,Orange (France Caraibe Mobiles),Guadeloupe,epc.mnc001.mcc340.3gppnetwork.org,34001,online,,Indirect,Live,,,,CALA,,
6561,879,Docomo Pacific,Guam,"epc.mnc370.mcc310.3gppnetwork.org,epc.mnc470.mcc310.3gppnetwork.org","310370,310470",online,NA DSC,Direct,Live,,,Mario.herrera@syniverse.com,North America,,
7032,1407,IT&E,Guam,epc.mnc110.mcc310.3gppnetwork.org,310110,hidden,,Indirect,Live,,,,North America,"GUMIW,MNPPT",
7445,808,Pulse Mobile Guam,Guam,epc.mnc140.mcc310.3gppnetwork.org,310140,hidden,,Indirect,,,,,North America,,
7345,1516,Claro Guatemala,Guatemala,epc.mnc001.mcc704.3gppnetwork.org,70401,online,,Indirect,Live,,,,CALA,,
7066,1399,Telefonica Moviles Guatemala,Guatemala,epc.mnc003.mcc704.3gppnetwork.org,70403,online,,Indirect,Live,,,,CALA,,
12534,967,Tigo Guatemala,Guatemala,epc.mnc002.mcc704.3gppnetwork.org,70402,online,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,," Comunicaciones Celulares, S.A. (Guatemala)"
7321,514,Sure Gurnsey,Guernsey,epc.mnc055.mcc234.3gppnetwork.org,23455,hidden,,Indirect,Not in external coverage,,,malyadri.palakeerthi@syniverse.com,EMEA,GBRGT,
12657,1298,MTN Bissau,Guinea-Bissau,epc.mnc002.mcc632.3gppnetwork.org,63202,online,,Indirect,Live,,,,EMEA,,
12753,1759,Orange Bissau,Guinea-Bissau,epc.mnc003.mcc632.3gppnetwork.org,63203,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-23
"
6680,1692,Digicel Haiti,Haiti,,,,NA DSC,Direct,Live,,,,CALA,,merged to Digicel Jamaica
7273,1028,Claro Honduras,Honduras,epc.mnc001.mcc708.3gppnetwork.org,708001,online,,Indirect,Live,,,,CALA,,
7430,1669,Tigo Honduras,Honduras,epc.mnc002.mcc708.3gppnetwork.org,70802,online,NA DSC,Direct,Live,,,Mario.herrera@syniverse.com,CALA,,
6354,102,China Mobile Hong Kong,Hong Kong,epc.mnc012.mcc454.3gppnetwork.org,45412,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,"if operators ask SVR to migrate their route to CMHK via CMI , please let them know currently CMHK will keep using Syniverse to send and receive S8 traffic until further notice"
6861,1546,China Unicom International,Hong Kong,epc.mnc007.mcc454.3gppnetwork.org,45407,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,,
12533,1896,China-Hongkong Telecom,Hong Kong,,,,,,,,,,,,
12774,1903,CITIC Telecom 1616,Hong Kong,epc.mnc001.mcc454.3gppnetwork.org,45401,hidden,,,,,,,,,
6586,2512,CMI Peer,Hong Kong,dra.ipx.cmi.3gppnetwork.org,,,"AP DSC, NA DSC",Peer,,,,greg.zhai@syniverse.com,,,
6226,99,CSL,Hong Kong,,,,,,,,,,,,merged to HKT
6355,2476,DRA1.HKG2,Hong Kong,hkgdra001.aicent.grx,,,,,,,,,,,
6611,2745,HGC DSS Peer,Hong Kong,,,,,,,,,,,,peer not established
6357,521,Hong Kong Telecommunications (HKT) Limited 3G,Hong Kong,"epc.mnc000.mcc454.3gppnetwork.org,epc.mnc019.mcc454.3gppnetwork.org","45400,45419",online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,
6358,291,Hutchison 3G Hong Kong,Hong Kong,epc.mnc003.mcc454.3gppnetwork.org,"45403,45404",online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,Migration from A6AP to S9AP was completed in 30th Nov 2016
7446,2417,PCCW Global Peer,Hong Kong,,,,,,,,,wind.wang@syniverse.com,,,
6362,43,SmarTone Mobile,Hong Kong,epc.mnc006.mcc454.3gppnetwork.org,45406,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,"To enable globetouch cloud sim, smartone need to send ULR back to SVR.Smartone DEA can not send back URL to same host on same SCTP, so SVR use default-loopback-profile to establish SCTP with smart DEA"
12643,3159,Webbing Hong Kong Limited,Hong Kong,epc.mnc035.mcc454.3gppnetwork.org,45435,hidden,,Indirect,,,,,Asia Pacific,,
6851,2849,AP-HKG-DSC-01,HongKong,dra.ipx.syniverse.3gppnetwork.org,,,,,,,,,,,
6893,378,T-Mobile Hungary,Hungary,epc.mnc030.mcc216.3gppnetwork.org,21630,online,,Indirect,Live,,,,EMEA,,
6871,317,Telenor Hungary,Hungary,epc.mnc001.mcc216.3gppnetwork.org,21601,online,,Indirect,Live,,,,EMEA,,
6981,401,Vodafone Hungary Ltd,Hungary,epc.mnc070.mcc216.3gppnetwork.org,21670,online,,Indirect,Live,,,,EMEA,,
7262,1341,Nova,Iceland,epc.mnc011.mcc274.3gppnetwork.org,27411,online,,Indirect,Live,,,,EMEA,,
6957,389,Siminn hf,Iceland,"epc.mnc001.mcc274.3gppnetwork.org,epc.mnc008.mcc274.3gppnetwork.org,epc.mnc012.mcc274.3gppnetwork.org","27401,27408,27412",online,,Indirect,Live,,,,EMEA,,
7096,496,Vodafone Iceland,Iceland,epc.mnc002.mcc274.3gppnetwork.org,27402,online,,Indirect,Live,,,,EMEA,,
7013,418,Bharti Airtel India,India,"epc.mnc002.mcc404.3gppnetwork.org,epc.mnc003.mcc404.3gppnetwork.org,epc.mnc010.mcc404.3gppnetwork.org,epc.mnc016.mcc404.3gppnetwork.org,epc.mnc031.mcc404.3gppnetwork.org,epc.mnc040.mcc404.3gppnetwork.org,epc.mnc045.mcc404.3gppnetwork.org,epc.mnc049.mcc404.3gppnetwork.org,epc.mnc051.mcc405.3gppnetwork.org,epc.mnc052.mcc405.3gppnetwork.org,epc.mnc053.mcc405.3gppnetwork.org,epc.mnc054.mcc405.3gppnetwork.org,epc.mnc055.mcc405.3gppnetwork.org,epc.mnc056.mcc405.3gppnetwork.org,epc.mnc070.mcc404.3gppnetwork.org,epc.mnc090.mcc404.3gppnetwork.org,epc.mnc092.mcc404.3gppnetwork.org,epc.mnc093.mcc404.3gppnetwork.org,epc.mnc094.mcc404.3gppnetwork.org,epc.mnc095.mcc404.3gppnetwork.org,epc.mnc096.mcc404.3gppnetwork.org,epc.mnc097.mcc404.3gppnetwork.org,epc.mnc098.mcc404.3gppnetwork.org","40402,40403,40410,40416,40431,40440,40445,40449,40470,40490,40492,40493,40494,40495,40496,40497,40498,40551,40552,40553,40554,40555,40556",online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,,"K2R route shall be opened by Greg
"
7264,747,IDEA,India,"epc.mnc004.mcc404.3gppnetwork.org,epc.mnc007.mcc404.3gppnetwork.org,epc.mnc012.mcc404.3gppnetwork.org,epc.mnc014.mcc404.3gppnetwork.org,epc.mnc019.mcc404.3gppnetwork.org,epc.mnc022.mcc404.3gppnetwork.org,epc.mnc024.mcc404.3gppnetwork.org,epc.mnc044.mcc404.3gppnetwork.org,epc.mnc056.mcc404.3gppnetwork.org,epc.mnc070.mcc405.3gppnetwork.org,epc.mnc078.mcc404.3gppnetwork.org,epc.mnc082.mcc404.3gppnetwork.org,epc.mnc087.mcc404.3gppnetwork.org,epc.mnc089.mcc404.3gppnetwork.org,epc.mnc799.mcc405.3gppnetwork.org,epc.mnc845.mcc405.3gppnetwork.org,epc.mnc846.mcc405.3gppnetwork.org,epc.mnc848.mcc405.3gppnetwork.org,epc.mnc849.mcc405.3gppnetwork.org,epc.mnc850.mcc405.3gppnetwork.org,epc.mnc852.mcc405.3gppnetwork.org,epc.mnc853.mcc405.3gppnetwork.org","40404,40407,40412,40414,40419,40422,40424,40444,40456,40478,40482,40487,40489,40570,405799,405845,405846,405848,405849,405850,405852,405853",online,,Indirect,Live,,,,Asia Pacific,,
7083,2924,Reliance Jio,India,"epc.mnc840.mcc405.3gppnetwork.org,epc.mnc854.mcc405.3gppnetwork.org,epc.mnc855.mcc405.3gppnetwork.org,epc.mnc856.mcc405.3gppnetwork.org,epc.mnc857.mcc405.3gppnetwork.org,epc.mnc858.mcc405.3gppnetwork.org,epc.mnc859.mcc405.3gppnetwork.org,epc.mnc860.mcc405.3gppnetwork.org,epc.mnc861.mcc405.3gppnetwork.org,epc.mnc862.mcc405.3gppnetwork.org,epc.mnc863.mcc405.3gppnetwork.org,epc.mnc864.mcc405.3gppnetwork.org,epc.mnc865.mcc405.3gppnetwork.org,epc.mnc866.mcc405.3gppnetwork.org,epc.mnc867.mcc405.3gppnetwork.org,epc.mnc868.mcc405.3gppnetwork.org,epc.mnc869.mcc405.3gppnetwork.org,epc.mnc870.mcc405.3gppnetwork.org,epc.mnc871.mcc405.3gppnetwork.org,epc.mnc872.mcc405.3gppnetwork.org,epc.mnc873.mcc405.3gppnetwork.org,epc.mnc874.mcc405.3gppnetwork.org","405840,405854,405855,405856,405857,405858,405859,405860,405861,405862,405863,405864,405865,405866,405867,405868,405869,405870,405871,405872,405873,405874",online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,,
7303,2582,TATA Communications Peer,India,,,,NA DSC,Peer,,,,,,,
7271,285,Vodafone India (Essar),India,"epc.mnc005.mcc404.3gppnetwork.org,epc.mnc011.mcc404.3gppnetwork.org,epc.mnc020.mcc404.3gppnetwork.org,epc.mnc027.mcc404.3gppnetwork.org,epc.mnc030.mcc404.3gppnetwork.org,epc.mnc043.mcc404.3gppnetwork.org,epc.mnc046.mcc404.3gppnetwork.org","40405,40411,40420,40427,40430,40443,40446",online,,Indirect,Live,,,,Asia Pacific,,
6467,539,Excelcomindo,Indonesia,epc.mnc011.mcc510.3gppnetwork.org,51011,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,
7470,688,Hutchison Indonesia,Indonesia,epc.mnc089.mcc510.3gppnetwork.org,51089,hidden,,Indirect,,,,,,,"SVR does not have connectivity to HGC, can not open route 2017/12/4
Before HGC peering up, please use comfone as peering hub"
6976,426,Indosat - M3,Indonesia,epc.mnc001.mcc510.3gppnetwork.org,51001,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,AIR Destination realm:dra.ipx.syniverse.3gppnetwork.org
7037,1448,Smartfren Telecom Indonesia,Indonesia,epc.mnc009.mcc510.3gppnetwork.org,"51009,51028",online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,
6462,413,Telkomsel,Indonesia,epc.mnc010.mcc510.3gppnetwork.org,51010,online,AP DSC,Direct,Live,"SVR reach telkomsel via Telin, but treate telkomsel as direct OP
According to Andhy_S_Perdana@telkomsel.co.id on 4/4/2018
Kindly separate between Telin and Telkomsel.
DSS RMT is Telin, Telkomsel just want to get notification email if there is problem in DEA.
",,joe.feng@syniverse.com,Asia Pacific,,"Reached by Telin, but treated as direct OP"
7371,1789,MCI,Iran Islamic Republic,epc.mnc011.mcc432.3gppnetwork.org,43211,online,,Indirect,,,,,,,
7296,1324,MTN Iran,Iran Islamic Republic,epc.mnc035.mcc432.3gppnetwork.org,43235,hidden,,Indirect,Pending,,,,Asia Pacific,,No sales opportunity of direct connection yet. please open via Comfone
7357,2746,Rightel,Iran Islamic Republic,epc.mnc020.mcc432.3gppnetwork.org,43220,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,Asia Pacific,,
12563,3131,Regional Telecom Company,Iraq,epc.mnc066.mcc418.3gppnetwork.org,41866,hidden,,Indirect,,,,,EMEA,,
12752,2375,Lycamobile Ireland,Ireland,epc.mnc013.mcc272.3gppnetwork.org,27213,online,,,,,,,,,
7046,743,Meteor Mobile Telecommunications Limited,Ireland,epc.mnc003.mcc272.3gppnetwork.org,27203,online,,Indirect,Live,,,,EMEA,,
7346,740,Three Ireland,Ireland,"epc.mnc002.mcc272.3gppnetwork.org,epc.mnc005.mcc272.3gppnetwork.org","27202,27205",online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,,"0.All route shall be only opened by Jason Qin !
1.K2R route shall be opened by owner
2.Normal route must update both NA&EU list cache to enable Jasper M2M service for special IMSI list
3.Normal route shall be opened by owner to consider if to restirct OB roaming.
4.DestRealm =  dra.ipx.syniverse.3gppnetwork.org.
"
6750,364,Vodafone Ireland,Ireland,epc.mnc001.mcc272.3gppnetwork.org,27201,online,,Indirect,Live,,,,EMEA,,
7330,425,Manx Telecom,Isle of Man,epc.mnc058.mcc234.3gppnetwork.org,23458,online,,Indirect,Live,,,,EMEA,,"PCCWG does not respond to our request, new route shall open via SAP with the approval of product team
---------2018-01-15----------------
we migrated Manx to SAP EU and AP 
---------2018-01-15----------------"
12535,2905,Beezz Communication,Israel,epc.mnc023.mcc425.3gppnetwork.org,42523,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,,
6816,410,Cellcom Israel Ltd,Israel,epc.mnc002.mcc425.3gppnetwork.org,42502,online,,Indirect,Live,,,,EMEA,,
7132,1950,HOT Mobile,Israel,epc.mnc007.mcc425.3gppnetwork.org,42507,online,,Indirect,Live,,,,EMEA,,
12775,878,Jawwal,Israel,,,,,,,,,,,,
6701,367,Partner Communications Company Ltd,Israel,epc.mnc001.mcc425.3gppnetwork.org,42501,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,,list cache needs to be updated both on EU and NA when openning new route
6935,781,Pelephone Israel,Israel,epc.mnc003.mcc425.3gppnetwork.org,42503,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,,"Pelephone has asked SVR to open route of Pelephone-SAP-SVR-Airtel.
Sales George has communicated with them on Jan 16 2018 that no route to SVR direct customer shall go through SAP.
Except Airtel, no other route shall be opened via SAP"
7370,442,Hutchison 3G,Italy,epc.mnc099.mcc222.3gppnetwork.org,22299,online,,Indirect,Live,,,,EMEA,ITAH3,
6580,329,Telecom Italia Mobile,Italy,epc.mnc001.mcc222.3gppnetwork.org,22201,online,,Indirect,Live,,,,EMEA,,
6633,2754,Telecom Italia Sparkle DSS Peer,Italy,,,,"EU DSC, NA DSC",Peer,,,,wind.wang@syniverse.com,EMEA,,
6726,2803,Vodafone IPX Peering Hub,Italy,,,,EU DSC,Peer,,,,wind.wang@syniverse.com,,,
6738,353,Vodafone Italy,Italy,epc.mnc010.mcc222.3gppnetwork.org,22210,online,,Indirect,Live,,,,EMEA,,
7028,351,Wind Italy,Italy,epc.mnc088.mcc222.3gppnetwork.org,22288,online,,Indirect,Live,,,,EMEA,,
7332,1651,Cable and Wireless Jamaica,Jamaica,epc.mnc180.mcc338.3gppnetwork.org,338180,group,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,,c&w group member
6659,572,Digicel Jamaica,Jamaica,epc.mnc050.mcc338.3gppnetwork.org,"338050,348770",online,NA DSC,Direct,Live,,,luisdiego.jimenez@syniverse.com,CALA,,"have same realm of Digicel Haity,Digicel Angula,Digicel British Virgin Island Bermuda Digice 348770 belongs to Digicel BVI"
6118,701,KDDI,Japan,"epc.mnc050.mcc440.3gppnetwork.org,epc.mnc051.mcc440.3gppnetwork.org","44050,44051",online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,*SVR shall add K2R Surffix for K2R route.
6514,498,NTT DoCoMo,Japan,epc.mnc010.mcc440.3gppnetwork.org,44010,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,
6199,399,SOFTBANK MOBILE,Japan,epc.mnc020.mcc440.3gppnetwork.org,44020,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,Route on AP shall be opened by Joe Feng only to make sure if SBM requires white list
7049,803,Jersey Airtel,Jersey,epc.mnc003.mcc234.3gppnetwork.org,23403,hidden,,Indirect,Not in external coverage,,,,North America,,
6937,436,Jersey Telecom,Jersey,epc.mnc050.mcc234.3gppnetwork.org,23450,online,,Indirect,Live,,,,EMEA,,
7018,511,Orange Jordan,Jordan,epc.mnc077.mcc416.3gppnetwork.org,41677,online,,Indirect,Live,,,,EMEA,,
7275,711,Umniah,Jordan,epc.mnc003.mcc416.3gppnetwork.org,41603,online,,Indirect,Live,,,,EMEA,,
7113,405,Zain Jordan(JMTS),Jordan,epc.mnc001.mcc416.3gppnetwork.org,41601,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,,"migrated to EU direct link on 2018-05-03
--------------------------------
BT will be the new provider of Zain Jordan. Currently only one route changed. Before is Bell - S9NA - BICS - Zain Jordan. Now is Bell - S9NA - S9EU - BT - Zain Jordan
Zain Jordan is connecting to EU DSC and are conducting test now, new route shall be opened via EU DSC"
6311,1261,Altel-Mobile network Kazakhstan,Kazakhstan,epc.mnc007.mcc401.3gppnetwork.org,40107,hidden,,Indirect,Not in external coverage,,,,Asia Pacific,,"used to connected to A6AP for trail ,disconnected for a long time"
7384,1259,K-Mobile-GSM Mobile network Kazakhstan,Kazakhstan,epc.mnc001.mcc401.3gppnetwork.org,40101,online,,Indirect,Live,,,,EMEA,,peering with S9EU
7415,1258,Kcell,Kazakhstan,epc.mnc002.mcc401.3gppnetwork.org,40102,hidden,,Indirect,,,,,,,
7444,1260,Mobile Telecom Service Kazakhstan,Kazakhstan,epc.mnc077.mcc401.3gppnetwork.org,40177,online,,Indirect,Live,,,,EMEA,,
12621,941,Airtel Networks Kenya,Kenya,epc.mnc003.mcc639.3gppnetwork.org,"63903,63905",online,,Indirect,Live,,,,EMEA,,
7040,685,Safaricom,Kenya,epc.mnc002.mcc639.3gppnetwork.org,63902,online,EU DSC,Direct,Live,,,Jason.Qin@syniverse.com,EMEA,,
12622,1693,Telkom Kenya,Kenya,epc.mnc007.mcc639.3gppnetwork.org,63907,online,,Indirect,Live,,,,EMEA,,
6359,467,KT Corporation,Korea Republic,epc.mnc008.mcc450.3gppnetwork.org,45008,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,
6188,684,LG U Plus,Korea Republic,epc.mnc006.mcc450.3gppnetwork.org,45006,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,SVR shall add K2R Surffix for K2R route.
6361,192,SK Telecom,Korea Republic,epc.mnc005.mcc450.3gppnetwork.org,45005,online,AP DSC,Direct,Live,,,joe.feng@syniverse.com,Asia Pacific,,
6525,575,SK Telink Corporation,Korea Republic,,,,,,,,,,,,
12568,3135,IPKO Telecommunications LLC,Kosovo,epc.mnc002.mcc221.3gppnetwork.org,22102,hidden,,Indirect,,,,,EMEA,,
7421,840,MT Vala Kosovo,Kosovo,epc.mnc001.mcc212.3gppnetwork.org,21201,online,,Indirect,Live,,,,EMEA,MCOM1,
6678,1505,KTC Kuwait (VIVA),Kuwait,epc.mnc004.mcc419.3gppnetwork.org,41904,online,,Indirect,Live,,,,EMEA,,
6866,492,Ooredoo Kuwait,Kuwait,epc.mnc003.mcc419.3gppnetwork.org,41903,online,AP DSC,Direct,Live,,,greg.zhai@syniverse.com,EMEA,,going to deploy steered romaing Sep 2017
7117,421,Zain Kuwait,Kuwait,epc.mnc002.mcc419.3gppnetwork.org,41902,online,,Indirect,Live,,,,EMEA,,
7503,1491,Alfa Telecom,Kyrgyzstan,epc.mnc005.mcc437.3gppnetwork.org,43705,hidden,,Indirect,Live,,,,EMEA,,
6960,1694,NurTelecom Kyrgyzstan,Kyrgyzstan,epc.mnc009.mcc437.3gppnetwork.org,43709,online,,Indirect,Live,,,,EMEA,,
7442,1311,Sky Mobile,Kyrgyzstan,epc.mnc001.mcc437.3gppnetwork.org,43701,online,,Indirect,Live,,,,EMEA,KGZ01,
7414,2593,Unitel Laos,Lao People's Democratic Republic,epc.mnc003.mcc457.3gppnetwork.org,45703,hidden,,Indirect,,,,,,,"FT are going to connect this operator directly to our DSR but it isn¡¯t finished yet.

=========================================
changed to Comfone, 2018-08-17.
2018/8/30 FT still can not reach Unitel Laos yet."
7092,905,BITE Latvia,Latvia,epc.mnc005.mcc247.3gppnetwork.org,24705,online,,Indirect,Live,,,,EMEA,,
6839,336,Latvian Mobile Telephone,Latvia,epc.mnc001.mcc247.3gppnetwork.org,24701,online,,Indirect,Live,,,,EMEA,,
6972,632,Tele2 Latvia,Latvia,epc.mnc002.mcc247.3gppnetwork.org,24702,online,,Indirect,Live,,,,EMEA,,
7423,1796,MIC 1,Lebanon,epc.mnc001.mcc415.3gppnetwork.org,41501,online,EU DSC,Direct,Live,,,joe.feng@syniverse.com,EMEA,,
7320,1695,Vodacom Lesotho,Lesotho,epc.mnc001.mcc651.3gppnetwork.org,65101,online,,Indirect,,,,,,,"As per confirmed by VCS recently, LSOVL is not ready for LTE now, we will let you know once they will rea
2017/11/21."
12744,1799,Libyana Mobile Phone ,Libyan Arab Jamahiriya,epc.mnc000.mcc606.3gppnetwork.org,60600,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-07-17
"
7082,2514,Cubic Telecom,Liechtenstein,epc.mnc006.mcc295.3gppnetwork.org,29506,online,,Indirect,Live,,,,EMEA,,
12633,3033,Emnify,Liechtenstein,epc.mnc009.mcc295.3gppnetwork.org,29509,online,,Indirect,Live,,,,EMEA,EMNLI,
12762,561,Orange Liechtenstein,Liechtenstein,epc.mnc002.mcc295.3gppnetwork.org,29502,hidden,,Indirect,,,,,,,"We do not have this OPs defalut peering hub information now, so decide route, request filter and list cache are all not configured on DSC, it is only used for K2R route currently, if get their IPX provider info in the future, will bring it online completely by then.--------2018-08-08
"
7267,560,Telecom Liechtenstein,Liechtenstein,epc.mnc005.mcc295.3gppnetwork.org,29505,online,,Indirect,Live,,,,EMEA,,
7091,325,BITE Lithuania,Lithuania,epc.mnc002.mcc246.3gppnetwork.org,24602,online,,Indirect,Live,,,,EMEA,,
6838,408,Omnitel,Lithuania,epc.mnc001.mcc246.3gppnetwork.org,24601,online,,Indirect,Live,,,,EMEA,,
6973,634,Tele2 Lithuania,Lithuania,epc.mnc003.mcc246.3gppnetwork.org,24603,online,,Indirect,Live,,,,EMEA,,
6840,417,EPT Luxembourg,Luxembourg,epc.mnc001.mcc270.3gppnetwork.org,27001,online,,Indirect,Live,,,,EMEA,,
7288,2887,MTX Connect,Luxembourg,"epc.mnc002.mcc270.3gppnetwork.org,epc.mnc039.mcc901.3gppnetwork.org","27002,90139",online,,Indirect,Live,,,,EMEA,,
6724,508,Orange Luxembourg,Luxembourg,epc.mnc099.mcc270.3gppnetwork.org,27099,online,,Indirect,Live,,,,EMEA,,
